msisdn,risk_score,risk_tier,source,trigger_reason,source_file
zFTOEF/m1H0GGNu6jYIIZw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (21 calls),fraud_model_1_1_pending
8T3eMoLCxwZ0zIsaCXKl2w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
WKLZYWFupY/aDaqiPXkTuA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (25 calls),fraud_model_1_1_pending
OnKC6WSzI3WSl457a5zBrw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (22 calls),fraud_model_1_1_pending
cEoLhuIvrZmHaqNrk3y81Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (14 calls),fraud_model_1_1_pending
bIzXkJs4Xy8cBhFl+euqsw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (21 calls),fraud_model_1_1_pending
RfS0D0M5T9lqIEvhiEmOLA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (22 calls),fraud_model_1_1_pending
uxKsTp7SR2kse+X5yJubWw==,1.0,BLACK,RULE,"R7_ShortBurst: 5s avg duration, 40 calls",fraud_model_1_1_pending
fti60RH+kB4XWG5w2lqL+g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (24 calls),fraud_model_1_1_pending
5NGIuT7iSZT/fI1RWqBhmg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
60/UBB1rOr5+lnqJJYWlvA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
txeVgN4jxkgiM1MSQGjPMg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
1IxBi88wEVsbGaDJCRcB6Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
GpjQ31HUAsFToWWaHTIwUg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (38 calls),fraud_model_1_1_pending
8fjBh7kzSvxZErGrsIFdRw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (27 calls),fraud_model_1_1_pending
LDOHQgK4v5roIoKmGU+xTQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (15 calls),fraud_model_1_1_pending
0yNdOM5ujHAbvqW8zjxz/A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
dVhEvz5bvJrfKfKYkmqPBQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (332 calls),fraud_model_1_1_pending
5t5mpFaCkeDlqBsv+ZQdkA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (61 calls),fraud_model_1_1_pending
QeBoy05keMdgvEPh9LVVww==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_1_1_pending
vN1751n8fo1fLYYKZhROjQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
t2fqo2n81VLTPB4N1/M6pw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (36 calls),fraud_model_1_1_pending
YL2Q3DDEhWp7Q4/fA+SbXQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
R5PCqXf3uoU4D0YyvuNLmg==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 105 calls",fraud_model_1_1_pending
KJh6U+rIsd5qn8wZ/RHEjA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
tAWjecAuNzwMOVChCrMZzg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
2GuOYti0W9B5k/gNJCQaXA==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 271 calls",fraud_model_1_1_pending
yCQhzd3cC9qPgkTo20P4Yw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (99 calls),fraud_model_1_1_pending
uAbaKqGrZ+mpOft5bWIUxA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (290 calls),fraud_model_1_1_pending
oZPLyc7cYmovZO+E7Qfmnw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
vlFdmJSnm7C27xXQK/X3Sg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
xfs/cMDSXTgv5l2nmx3HHA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (15 calls),fraud_model_1_1_pending
qU6U2hsDAWPM18oSlZxZVw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (149 calls),fraud_model_1_1_pending
NbF/jlNz+LXwJyzO1iHZ0A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (92 calls),fraud_model_1_1_pending
BxvA8edhQXj6KcqPFe7cuw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (45 calls),fraud_model_1_1_pending
YoZfCaTaFuqzgO++bPgT/A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
XdTVw8sTar1cLSIGY8Ggag==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_1_1_pending
trtijpC5yoaQUEAXmoslxQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (91 calls),fraud_model_1_1_pending
sqEwAl/WMJzS72gW+eceJA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
b9cM6g17qeOikyyIUjcSIg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (14 calls),fraud_model_1_1_pending
LsFxIN6XOlQzRjka33OZVA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (60 calls),fraud_model_1_1_pending
/rdz2n726/+OU4S/3/dT/Q==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 42 calls",fraud_model_1_1_pending
GHyEqgrCXvzN0UuUCsDXGA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (43 calls),fraud_model_1_1_pending
nyh6E/H34FtOb4rvCgFimA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
m6EJbl4IPP1QuNkTcXMB5g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (286 calls),fraud_model_1_1_pending
H2qw8NOikg7fL3gzek2r+g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (47 calls),fraud_model_1_1_pending
YsHzV8vysTd8ONVHpwt24g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
W+FUzvmTY41Fy81BPGrpWA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (263 calls),fraud_model_1_1_pending
uwsGjCK8CXyJAHHB6zcpEA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (38 calls),fraud_model_1_1_pending
gHG4yBgCJHnuNg9pLyeqgA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
OMvD5DYZGrkxhOgcASatJg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (64 calls),fraud_model_1_1_pending
CRfCAUUlZS0ejKy78I8jDw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (18 calls),fraud_model_1_1_pending
oVXfl+9X/ulFP8BfNQRIvg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
SxRgukHd+j6SK+YskvQuWg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
ZCouqIpMRM4VyyZWCeyeQA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (41 calls),fraud_model_1_1_pending
m0cu+Kswp7BJ/yv2hBIMKg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
vxGg7pYagtmgspvFQ7Lhaw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (405 calls),fraud_model_1_1_pending
76oRWT2rI09lvOhZ7E6Rbw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
edcg8R+Rt0kpBAuCvRSGRA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (22 calls),fraud_model_1_1_pending
3w8rlLDDMzdHohniaLVdpA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (22 calls),fraud_model_1_1_pending
k0R+FG7CYzmy0QlbBm/hHg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (84 calls),fraud_model_1_1_pending
SYPS0xRszZ493KanyE0Isw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
Fqn+Hrfs4qKb3VzYiCGoaw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
cCdOUg0SPDapgRYI6+HGYg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (75 calls),fraud_model_1_1_pending
SqBl2P4DQIA5XtNW/+urbA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (59 calls),fraud_model_1_1_pending
ERtcoBCDnC3zrsDHt5qH8A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_1_1_pending
qJeXYE3bURTUmKMZYBOVoA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
Xj4+mwXND6LldbNZoGvA2A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (795 calls),fraud_model_1_1_pending
ML/tMRKH2myWPLk14NJwYg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (19 calls),fraud_model_1_1_pending
EfC0NdxNClnk+6YTgzFUdw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (42 calls),fraud_model_1_1_pending
yt9bxS5yfSXxdAP59+3kMA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (16 calls),fraud_model_1_1_pending
5zwh5r5+anOfZfpE9f3Y2A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
tk12Mc9JkNDhvAHn9TKI1w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
/R0pD9Ua+ciVSa+cJiHNOw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
n2WE/pBcNZbupAYymZFpQg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_1_1_pending
KUVzEcR+QDHrdwR8LKiOGQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
QST0e1+KXWGNIAJBAXDI6Q==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 52 calls",fraud_model_1_1_pending
EU5Htrj5qlV4QTh8FnSCUQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (144 calls),fraud_model_1_1_pending
dTcUuLB73PhOhF/yF4f4rw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (23 calls),fraud_model_1_1_pending
1VYTrX0sHlDcpVSoaiOVcA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
6sXjRDF8tQ6Gr2z09DQ7tg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (22 calls),fraud_model_1_1_pending
smxo5hLJFgS+uiZIjKM1DQ==,1.0,BLACK,RULE,"R2_Wangiri: 139 outgoing, 0 incoming (threshold: 121)",fraud_model_1_1_pending
CHdbpC3E3kJPOipbvjXgPw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (136 calls),fraud_model_1_1_pending
o4YIvljXmngv486F7Z6lRQ==,1.0,BLACK,RULE,"R2_Wangiri: 247 outgoing, 0 incoming (threshold: 121)",fraud_model_1_1_pending
GpHNpleYbavknTgYY8r0rQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
cgky0wMLjd/Qs8V0pIVlcA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (824 calls),fraud_model_1_1_pending
EHczXiiCCeQZUSd6kc97lA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
HRsL/zLxGI/A4fgdE7eYOw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (116 calls),fraud_model_1_1_pending
6b/e3+9KczTpXDTScRkn9A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
OW9NsfDddU6YzvErVzXI+Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (18 calls),fraud_model_1_1_pending
O3Nf+xY10h2H6SeZT8HzrQ==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 115 calls",fraud_model_1_1_pending
kISBuSIrFIajx09e71Novw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
EIIK9/YFQhMuAuEFSCKQvQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (35 calls),fraud_model_1_1_pending
5z6PKahxAg0TDJsm5AmJ9Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_1_1_pending
lh+sPWuYR8gKm58/GnxJPA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (230 calls),fraud_model_1_1_pending
vvWJy/FwK6V+5fbP8Cdgqw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_1_1_pending
RCSWOQ+TAKpmJo1FPyztSw==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 110 calls",fraud_model_1_1_pending
HuLGGERaNRCZ5Nrnt/+R8w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (19 calls),fraud_model_1_1_pending
nVdimO0//y4Y/BlQgzddfw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (134 calls),fraud_model_1_1_pending
A+EWH8cHC0LojEnLd0ntuw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
Yepim1yNlGY2Xq2/IRyFNA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (19 calls),fraud_model_1_1_pending
Mr1zJIa7DmcYkweY4L+3pw==,1.0,BLACK,RULE,"R7_ShortBurst: 5s avg duration, 41 calls",fraud_model_1_1_pending
YCrX1prVDXt6YzmocP0qaA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (38 calls),fraud_model_1_1_pending
5Vz7HtvRHqqtjTrJYFrkIQ==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 68 calls",fraud_model_1_1_pending
sYVrVuJUdWsNF/OkQF1CDA==,1.0,BLACK,RULE,"R2_Wangiri: 316 outgoing, 0 incoming (threshold: 121)",fraud_model_1_1_pending
Yzu5i3aOAMh5VW6s7jXymg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
L7ZmeZWe98CYf9bRQJkPrg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (35 calls),fraud_model_1_1_pending
VCuXG5WriknVA2wm9Qwd+g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (14 calls),fraud_model_1_1_pending
lueqbQaXdprp9ce3il/0BA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
U8Zy7uB6VuE4wTx+D//14g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
cKQhtFBlyGITi4YBPAYj6Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
2FGs4zUyyk7vOoxh0lyehA==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 398 calls",fraud_model_1_1_pending
icvjXKOmBzetPr2Joc3Ndg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
DTub/oWteiOZhNEGnLEfQA==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 402 calls",fraud_model_1_1_pending
n5ACzpVl1GWEJYy9rOp4tg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (113 calls),fraud_model_1_1_pending
gdUedgHcWCr2RcrkTX6E7Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (37 calls),fraud_model_1_1_pending
WUrydezXIzwUX9RVVqKobg==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 103 calls",fraud_model_1_1_pending
LmYvGzsfHb48aThKBwZiyg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (28 calls),fraud_model_1_1_pending
1D5H1674o9YZ97MVRI0tGg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (223 calls),fraud_model_1_1_pending
4T6OvcuN2rkxLulWgQgonA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (241 calls),fraud_model_1_1_pending
hkyzTN9c9FC3BPduVmwaNw==,1.0,BLACK,RULE,"R2_Wangiri: 231 outgoing, 0 incoming (threshold: 121)",fraud_model_1_1_pending
hsOTgNrh+kam/S89HvPB2Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
mfri7FR8JZJzqpt27y04KQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (37 calls),fraud_model_1_1_pending
bhhGVhxl9t5zBeIIhtYTOQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (68 calls),fraud_model_1_1_pending
cWPZcAf1MG4HLQp4F93S9g==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 118 calls",fraud_model_1_1_pending
eH9TIiXhZN5fw/fq1lIFNQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
ZgDYyBadnjs58EUc8+zI7Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
D/nJbfAmPKR1aWGawYcK+Q==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 143 calls",fraud_model_1_1_pending
1mCz8PguOQYlBkB10fPwWA==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 54 calls",fraud_model_1_1_pending
e8E5TdmaPU1asA53IgIngw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (64 calls),fraud_model_1_1_pending
i0Y/L1s0QN46+0XB/BFIGw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
EJlXue6XA/KCar33VLeg7A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (193 calls),fraud_model_1_1_pending
qz9SFdH1HpnQ/tF94GMAbw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
mu0rqpt21VeEu1CNf8HXlg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
YAKrOUw2+/9Dr9o/I6KN5w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (27 calls),fraud_model_1_1_pending
M1iTTZOXrFiQ+vQdKYvWfA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
UHs/wNZJJO6Bcx09BXbl/g==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (35 calls),fraud_model_1_1_pending
4OnpjAFWRZVHGKrGy0BBxg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
cLXTnZQO7qd05HbTQ0jSZA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
VF4fA529sxHX0OkkZlBRew==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 126 calls",fraud_model_1_1_pending
lKq/+mH496ORq99czRRQ3w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (16 calls),fraud_model_1_1_pending
2Gb61Rh02whiTiMGL7y0lA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (53 calls),fraud_model_1_1_pending
vcG78HkKpwEQFEqBg00Tkg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (21 calls),fraud_model_1_1_pending
sgdHJjy1/nGfPDTA28kWfg==,1.0,BLACK,RULE,"R2_Wangiri: 517 outgoing, 0 incoming (threshold: 121)",fraud_model_1_1_pending
LmNP6u93O4RUOWONxDlp/A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
kWHCISrxTZ3NfWgRvdz/eg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
dKsvE+VXJJD8mRekNgVg3A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (65 calls),fraud_model_1_1_pending
VzEnfnVtHCfWE7BWW4nwwQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (190 calls),fraud_model_1_1_pending
OpAhbnTRcexebaelVCJu2w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
7FyC2UDSk9iT2Iy0R3NNKQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
o7nwaIDdZxe/aiUOhol5MQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (161 calls),fraud_model_1_1_pending
AP7yB4xLKGSU4fPZT1lzUw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
4XJN18aj5U3OY3Ff3frfEg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_1_1_pending
hafcSoGnhrEWePy3qbT1iA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
TGoQzMYGpZEJdWK5z9B2yg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
W4iXi2es+NBc7Cylk5Iqrw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (74 calls),fraud_model_1_1_pending
VbXvHx9upjDENSgv7GVpuA==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 61 calls",fraud_model_1_1_pending
ePGZZwNGEM9pMLngFUJzoQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
5sNQCMrz3LCNM8o3U5EG0A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
Gvfdq7FrClAsFVRN27q05A==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (16 calls),fraud_model_1_1_pending
uAwqmscKb2Z05J77u2kWcg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (9 calls),fraud_model_1_1_pending
Oo9R8kZEnRGxYnHTvBcJww==,1.0,BLACK,RULE,"R2_Wangiri: 170 outgoing, 0 incoming (threshold: 121)",fraud_model_1_1_pending
COaMw9gi6kagQXzrHhGKqQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (44 calls),fraud_model_1_1_pending
L2zHzg3FHkPgGZ9t5M2/AA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_1_1_pending
OAZ23yQ6UuciQvXVAr6j0w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
eUdlLiQ+g+JiktCVvij0kQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (164 calls),fraud_model_1_1_pending
Li46TOLKtQB8lh2CIWutRA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
bsF54T9UbX0G6ZJrskh3Hw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (41 calls),fraud_model_1_1_pending
5QQCD3QDJs14OEDHwhjllg==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 78 calls",fraud_model_1_1_pending
tNJyiwbYvcCxzz2Ee52kaw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (26 calls),fraud_model_1_1_pending
FVxdBdGxtP0qDlVhXGsnLw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
zhTJvBAn6dDZ/GCfk/8KRA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (14 calls),fraud_model_1_1_pending
O0AsiDNhuUmmAgWpqBvCyQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (10 calls),fraud_model_1_1_pending
KwNekXLahuuWJtyzCYy1SA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
oa87ueUNCvVHiU/JBY1sXw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (96 calls),fraud_model_1_1_pending
YSVgr3Sr6eL/L+n+wZGbAA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (12 calls),fraud_model_1_1_pending
pRRPw9PHXjuDNpdDCHWAAQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
Rrc7D3tLaCevxNcAloLZaA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (6 calls),fraud_model_1_1_pending
Y0OUV7ne2FquOOhr6poXkw==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 91 calls",fraud_model_1_1_pending
xYliUwfGj4ke6MAhYTMZXA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (241 calls),fraud_model_1_1_pending
7eQJqCCmWT8gpEwZBdoeDQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (11 calls),fraud_model_1_1_pending
Jk2U01f76bkfS/RsY0yH+Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (13 calls),fraud_model_1_1_pending
oitsFMl8vJU1fPLqgZzq8w==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (23 calls),fraud_model_1_1_pending
3ugvRwxxY5QXDU03hz0fOw==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 59 calls",fraud_model_1_1_pending
R/jB/F0RjDhvDtqLItwC2Q==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (32 calls),fraud_model_1_1_pending
NnBWmi4d8NfcNm8qaCUWHw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (32 calls),fraud_model_1_1_pending
4GaUDNiLPAV8d8+ZBDdxcQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_1_1_pending
ZF5pb4lwRhe7tfZuyznesA==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 123 calls",fraud_model_1_1_pending
PF9Prt2axKfN2vTvJ+Nt5A==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 271 calls",fraud_model_1_1_pending
YOYB4qFWl4FeX+ZhXnHGUg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (20 calls),fraud_model_1_1_pending
AkYCl68lgY9K56uVOhOdJw==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (17 calls),fraud_model_1_1_pending
